,from_id,to_id,travel_time
949,3764,eng_quad,106.0
950,3764,ag_quad,111.0
951,3765,arts_quad,104.0
952,3765,eng_quad,106.0
953,3765,ag_quad,111.0
954,3781,arts_quad,41.0
955,3781,eng_quad,46.0
956,3781,ag_quad,44.0
957,3782,arts_quad,41.0
958,3782,eng_quad,46.0
959,3782,ag_quad,44.0
960,3783,arts_quad,41.0
961,3783,eng_quad,46.0
962,3783,ag_quad,44.0
963,3784,arts_quad,41.0
964,3784,eng_quad,46.0
965,3784,ag_quad,44.0
966,3785,arts_quad,41.0
967,3785,eng_quad,46.0
968,3785,ag_quad,44.0
969,3790,arts_quad,41.0
970,3790,eng_quad,46.0
971,3790,ag_quad,44.0
972,3794,arts_quad,41.0
973,3794,eng_quad,46.0
974,3794,ag_quad,44.0
975,3900,arts_quad,34.0
976,3900,eng_quad,40.0
977,3900,ag_quad,40.0
978,3901,arts_quad,34.0
979,3901,eng_quad,36.0
980,3901,ag_quad,40.0
981,3902,arts_quad,34.0
982,3902,eng_quad,40.0
983,3902,ag_quad,40.0
984,3903,arts_quad,41.0
985,3903,eng_quad,46.0
986,3903,ag_quad,45.0
987,3904,arts_quad,41.0
988,3904,eng_quad,46.0
989,3904,ag_quad,45.0
990,3905,arts_quad,43.0
991,3905,eng_quad,46.0
992,3905,ag_quad,48.0
993,3906,arts_quad,43.0
994,3906,eng_quad,46.0
995,3906,ag_quad,48.0
996,3909,arts_quad,45.0
997,3909,eng_quad,47.0
998,3909,ag_quad,52.0
999,3911,arts_quad,46.0
1000,3911,eng_quad,47.0
1001,3911,ag_quad,53.0
1002,3915,arts_quad,42.0
1003,3915,eng_quad,46.0
1004,3915,ag_quad,45.0
1005,3917,arts_quad,43.0
1006,3917,eng_quad,46.0
1007,3917,ag_quad,47.0
1008,3919,arts_quad,41.0
1009,3919,eng_quad,46.0
1010,3919,ag_quad,44.0
1011,3921,arts_quad,41.0
1012,3921,eng_quad,46.0
1013,3921,ag_quad,44.0
1014,3923,arts_quad,43.0
1015,3923,eng_quad,46.0
1016,3923,ag_quad,48.0
1017,3931,arts_quad,46.0
1018,3931,eng_quad,47.0
1019,3931,ag_quad,53.0
1020,3932,arts_quad,46.0
1021,3932,eng_quad,47.0
1022,3932,ag_quad,53.0
1023,3936,arts_quad,46.0
1024,3936,eng_quad,47.0
1025,3936,ag_quad,53.0
1026,3937,arts_quad,46.0
1027,3937,eng_quad,47.0
1028,3937,ag_quad,53.0
1029,3951,arts_quad,46.0
1030,3951,eng_quad,47.0
1031,3951,ag_quad,53.0
1032,3954,arts_quad,47.0
1033,3954,eng_quad,48.0
1034,3954,ag_quad,54.0
1035,4311,arts_quad,77.0
1036,4311,eng_quad,76.0
1037,4311,ag_quad,76.0
1038,4312,arts_quad,77.0
1039,4312,eng_quad,76.0
1040,4312,ag_quad,76.0
1041,4315,arts_quad,82.0
1042,4315,eng_quad,81.0
1043,4315,ag_quad,81.0
1044,4316,arts_quad,82.0
1045,4316,eng_quad,81.0
1046,4316,ag_quad,81.0
1047,4318,arts_quad,104.0
1048,4318,eng_quad,103.0
1049,4318,ag_quad,103.0
1050,4321,arts_quad,103.0
1051,4321,eng_quad,102.0
1052,4321,ag_quad,102.0
1053,4322,arts_quad,103.0
1054,4322,eng_quad,102.0
1055,4322,ag_quad,102.0
1056,4325,arts_quad,107.0
1057,4325,eng_quad,106.0
1058,4325,ag_quad,106.0
1059,4326,arts_quad,107.0
1060,4326,eng_quad,106.0
1061,4326,ag_quad,106.0
1062,4328,arts_quad,106.0
1063,4328,eng_quad,105.0
1064,4328,ag_quad,105.0
1065,4335,arts_quad,107.0
1066,4335,eng_quad,106.0
1067,4335,ag_quad,106.0
1068,4336,arts_quad,107.0
1069,4336,eng_quad,106.0
1070,4336,ag_quad,106.0
1071,4351,arts_quad,107.0
1072,4351,eng_quad,106.0
1073,4351,ag_quad,106.0
1074,4352,arts_quad,107.0
1075,4352,eng_quad,106.0
1076,4352,ag_quad,106.0
1077,4355,arts_quad,107.0
1078,4355,eng_quad,106.0
1079,4355,ag_quad,106.0
1080,4356,arts_quad,107.0
1081,4356,eng_quad,106.0
1082,4356,ag_quad,106.0
1083,4359,arts_quad,107.0
1084,4359,eng_quad,106.0
1085,4359,ag_quad,106.0
1086,4360,arts_quad,107.0
1087,4360,eng_quad,106.0
1088,4360,ag_quad,106.0
1089,4361,arts_quad,107.0
1090,4361,eng_quad,106.0
1091,4361,ag_quad,106.0
1092,4362,arts_quad,107.0
1093,4362,eng_quad,106.0
1094,4362,ag_quad,106.0
1095,4365,arts_quad,107.0
1096,4365,eng_quad,106.0
1097,4365,ag_quad,106.0
1098,4375,arts_quad,107.0
1099,4375,eng_quad,106.0
1100,4375,ag_quad,106.0
1101,4378,arts_quad,107.0
1102,4378,eng_quad,106.0
1103,4378,ag_quad,106.0
1104,4387,arts_quad,107.0
1105,4387,eng_quad,106.0
1106,4387,ag_quad,106.0
1107,4505,arts_quad,31.0
1108,4505,eng_quad,30.0
1109,4505,ag_quad,30.0
1110,4506,arts_quad,31.0
1111,4506,eng_quad,30.0
1112,4506,ag_quad,30.0
1113,4509,arts_quad,31.0
1114,4509,eng_quad,30.0
1115,4509,ag_quad,30.0
1116,4510,arts_quad,31.0
1117,4510,eng_quad,30.0
1118,4510,ag_quad,30.0
1119,4511,arts_quad,31.0
1120,4511,eng_quad,30.0
1121,4511,ag_quad,30.0
1122,4512,arts_quad,31.0
1123,4512,eng_quad,30.0
1124,4512,ag_quad,30.0
1125,4515,arts_quad,31.0
1126,4515,eng_quad,30.0
1127,4515,ag_quad,30.0
1128,4516,arts_quad,31.0
1129,4516,eng_quad,30.0
1130,4516,ag_quad,30.0
1131,4517,arts_quad,31.0
1132,4517,eng_quad,30.0
1133,4517,ag_quad,30.0
1134,4518,arts_quad,31.0
1135,4518,eng_quad,30.0
1136,4518,ag_quad,30.0
1137,4521,arts_quad,31.0
1138,4521,eng_quad,30.0
1139,4521,ag_quad,30.0
1140,4522,arts_quad,31.0
1141,4522,eng_quad,30.0
1142,4522,ag_quad,30.0
1143,4527,arts_quad,31.0
1144,4527,eng_quad,30.0
1145,4527,ag_quad,30.0
1146,4528,arts_quad,31.0
1147,4528,eng_quad,30.0
1148,4528,ag_quad,30.0
1149,4537,arts_quad,31.0
1150,4537,eng_quad,30.0
1151,4537,ag_quad,30.0
1152,4538,arts_quad,31.0
1153,4538,eng_quad,30.0
1154,4538,ag_quad,30.0
1155,4539,arts_quad,31.0
1156,4539,eng_quad,30.0
1157,4539,ag_quad,30.0
1158,4540,arts_quad,31.0
1159,4540,eng_quad,30.0
1160,4540,ag_quad,30.0
1161,4543,arts_quad,31.0
1162,4543,eng_quad,30.0
1163,4543,ag_quad,30.0
1164,4544,arts_quad,31.0
1165,4544,eng_quad,30.0
1166,4544,ag_quad,30.0
1167,4550,arts_quad,46.0
1168,4550,eng_quad,47.0
1169,4550,ag_quad,53.0
1170,4554,arts_quad,46.0
1171,4554,eng_quad,47.0
1172,4554,ag_quad,53.0
1173,4561,arts_quad,46.0
1174,4561,eng_quad,47.0
1175,4561,ag_quad,53.0
1176,4565,arts_quad,46.0
1177,4565,eng_quad,47.0
1178,4565,ag_quad,53.0
1179,4567,arts_quad,46.0
1180,4567,eng_quad,47.0
1181,4567,ag_quad,53.0
1182,4569,arts_quad,46.0
1183,4569,eng_quad,47.0
1184,4569,ag_quad,53.0
1185,4570,arts_quad,46.0
1186,4570,eng_quad,47.0
1187,4570,ag_quad,53.0
1188,4572,arts_quad,46.0
1189,4572,eng_quad,47.0
1190,4572,ag_quad,53.0
1191,4707,arts_quad,31.0
1192,4707,eng_quad,30.0
1193,4707,ag_quad,30.0
1194,4708,arts_quad,31.0
1195,4708,eng_quad,30.0
1196,4708,ag_quad,30.0
1197,4709,arts_quad,31.0
1198,4709,eng_quad,30.0
1199,4709,ag_quad,30.0
1200,4710,arts_quad,31.0
1201,4710,eng_quad,30.0
1202,4710,ag_quad,30.0
1203,4713,arts_quad,32.0
1204,4713,eng_quad,31.0
1205,4713,ag_quad,31.0
1206,4714,arts_quad,31.0
1207,4714,eng_quad,30.0
1208,4714,ag_quad,30.0
1209,4715,arts_quad,31.0
1210,4715,eng_quad,30.0
1211,4715,ag_quad,30.0
1212,4716,arts_quad,31.0
1213,4716,eng_quad,30.0
1214,4716,ag_quad,30.0
1215,4717,arts_quad,31.0
1216,4717,eng_quad,30.0
1217,4717,ag_quad,30.0
1218,4718,arts_quad,31.0
1219,4718,eng_quad,30.0
1220,4718,ag_quad,30.0
1221,4723,arts_quad,31.0
1222,4723,eng_quad,30.0
1223,4723,ag_quad,30.0
1224,4724,arts_quad,32.0
1225,4724,eng_quad,31.0
1226,4724,ag_quad,31.0
1227,4728,arts_quad,77.0
1228,4728,eng_quad,76.0
1229,4728,ag_quad,76.0
1230,4732,arts_quad,77.0
1231,4732,eng_quad,76.0
1232,4732,ag_quad,76.0
1233,4733,arts_quad,75.0
1234,4733,eng_quad,74.0
1235,4733,ag_quad,74.0
1236,4734,arts_quad,76.0
1237,4734,eng_quad,75.0
1238,4734,ag_quad,75.0
1239,4735,arts_quad,76.0
1240,4735,eng_quad,75.0
1241,4735,ag_quad,75.0
1242,4737,arts_quad,35.0
1243,4737,eng_quad,34.0
1244,4737,ag_quad,34.0
1245,4749,arts_quad,77.0
1246,4749,eng_quad,76.0
1247,4749,ag_quad,76.0
1248,4750,arts_quad,76.0
1249,4750,eng_quad,75.0
1250,4750,ag_quad,75.0
1251,4751,arts_quad,77.0
1252,4751,eng_quad,76.0
1253,4751,ag_quad,76.0
1254,4752,arts_quad,77.0
1255,4752,eng_quad,76.0
1256,4752,ag_quad,76.0
1257,4755,arts_quad,77.0
1258,4755,eng_quad,76.0
1259,4755,ag_quad,76.0
1260,4756,arts_quad,77.0
1261,4756,eng_quad,76.0
1262,4756,ag_quad,76.0
1263,4773,arts_quad,77.0
1264,4773,eng_quad,76.0
1265,4773,ag_quad,76.0
1266,4776,arts_quad,77.0
1267,4776,eng_quad,76.0
1268,4776,ag_quad,76.0
1269,4779,arts_quad,77.0
1270,4779,eng_quad,76.0
1271,4779,ag_quad,76.0
1272,4780,arts_quad,77.0
1273,4780,eng_quad,76.0
1274,4780,ag_quad,76.0
1275,4783,arts_quad,77.0
1276,4783,eng_quad,76.0
1277,4783,ag_quad,76.0
1278,4787,arts_quad,77.0
1279,4787,eng_quad,76.0
1280,4787,ag_quad,76.0
1281,503,arts_quad,27.0
1282,503,eng_quad,27.0
1283,503,ag_quad,32.0
1284,504,arts_quad,25.0
1285,504,eng_quad,24.0
1286,504,ag_quad,29.0
1287,511,arts_quad,34.0
1288,511,eng_quad,33.0
1289,511,ag_quad,40.0
1290,512,arts_quad,33.0
1291,512,eng_quad,33.0
1292,512,ag_quad,39.0
1293,519,arts_quad,33.0
1294,519,eng_quad,33.0
1295,519,ag_quad,39.0
1296,520,arts_quad,31.0
1297,520,eng_quad,32.0
1298,520,ag_quad,38.0
1299,523,arts_quad,36.0
1300,523,eng_quad,34.0
1301,523,ag_quad,41.0
1302,524,arts_quad,36.0
1303,524,eng_quad,34.0
1304,524,ag_quad,41.0
1305,527,arts_quad,39.0
1306,527,eng_quad,37.0
1307,527,ag_quad,43.0
1308,528,arts_quad,39.0
1309,528,eng_quad,37.0
1310,528,ag_quad,43.0
1311,531,arts_quad,40.0
1312,531,eng_quad,38.0
1313,531,ag_quad,43.0
1314,532,arts_quad,40.0
1315,532,eng_quad,38.0
1316,532,ag_quad,44.0
1317,535,arts_quad,38.0
1318,535,eng_quad,35.0
1319,535,ag_quad,43.0
1320,536,arts_quad,42.0
1321,536,eng_quad,42.0
1322,536,ag_quad,46.0
1323,537,arts_quad,43.0
1324,537,eng_quad,42.0
1325,537,ag_quad,46.0
1326,538,arts_quad,42.0
1327,538,eng_quad,39.0
1328,538,ag_quad,45.0
1329,539,arts_quad,43.0
1330,539,eng_quad,40.0
1331,539,ag_quad,46.0
1332,541,arts_quad,40.0
1333,541,eng_quad,37.0
1334,541,ag_quad,43.0
1335,543,arts_quad,43.0
1336,543,eng_quad,40.0
1337,543,ag_quad,46.0
1338,545,arts_quad,47.0
1339,545,eng_quad,45.0
1340,545,ag_quad,47.0
1341,547,arts_quad,49.0
1342,547,eng_quad,47.0
1343,547,ag_quad,49.0
1344,549,arts_quad,50.0
1345,549,eng_quad,48.0
1346,549,ag_quad,50.0
1347,551,arts_quad,50.0
1348,551,eng_quad,48.0
1349,551,ag_quad,50.0
1350,5525,arts_quad,25.0
1351,5525,eng_quad,23.0
1352,5525,ag_quad,25.0
1353,5526,arts_quad,26.0
1354,5526,eng_quad,24.0
1355,5526,ag_quad,26.0
1356,5530,arts_quad,36.0
1357,5530,eng_quad,35.0
1358,5530,ag_quad,35.0
1359,5531,arts_quad,36.0
1360,5531,eng_quad,35.0
1361,5531,ag_quad,35.0
1362,5532,arts_quad,36.0
1363,5532,eng_quad,35.0
1364,5532,ag_quad,35.0
1365,5534,arts_quad,36.0
1366,5534,eng_quad,35.0
1367,5534,ag_quad,35.0
1368,5536,arts_quad,36.0
1369,5536,eng_quad,35.0
1370,5536,ag_quad,35.0
1371,5538,arts_quad,33.0
1372,5538,eng_quad,32.0
1373,5538,ag_quad,32.0
1374,5540,arts_quad,36.0
1375,5540,eng_quad,35.0
1376,5540,ag_quad,35.0
1377,5542,arts_quad,34.0
1378,5542,eng_quad,33.0
1379,5542,ag_quad,33.0
1380,5543,arts_quad,36.0
1381,5543,eng_quad,35.0
1382,5543,ag_quad,35.0
1383,5546,arts_quad,35.0
1384,5546,eng_quad,34.0
1385,5546,ag_quad,34.0
1386,5547,arts_quad,36.0
1387,5547,eng_quad,35.0
1388,5547,ag_quad,35.0
1389,5548,arts_quad,39.0
1390,5548,eng_quad,38.0
1391,5548,ag_quad,38.0
1392,5549,arts_quad,52.0
1393,5549,eng_quad,50.0
1394,5549,ag_quad,52.0
1395,5552,arts_quad,60.0
1396,5552,eng_quad,58.0
1397,5552,ag_quad,60.0
1398,5559,arts_quad,38.0
1399,5559,eng_quad,37.0
1400,5559,ag_quad,37.0
1401,5560,arts_quad,38.0
1402,5560,eng_quad,37.0
1403,5560,ag_quad,37.0
1404,559,arts_quad,43.0
1405,559,eng_quad,40.0
1406,559,ag_quad,46.0
1407,561,arts_quad,46.0
1408,561,eng_quad,45.0
1409,561,ag_quad,47.0
1410,562,arts_quad,44.0
1411,562,eng_quad,42.0
1412,562,ag_quad,46.0
1413,564,arts_quad,49.0
1414,564,eng_quad,47.0
1415,564,ag_quad,49.0
1416,565,arts_quad,49.0
1417,565,eng_quad,47.0
1418,565,ag_quad,49.0
1419,567,arts_quad,54.0
1420,567,eng_quad,52.0
1421,567,ag_quad,54.0
1422,568,arts_quad,55.0
1423,568,eng_quad,53.0
1424,568,ag_quad,55.0
1425,569,arts_quad,67.0
1426,569,eng_quad,66.0
1427,569,ag_quad,69.0
1428,570,arts_quad,68.0
1429,570,eng_quad,66.0
1430,570,ag_quad,69.0
1431,5707,arts_quad,36.0
1432,5707,eng_quad,35.0
1433,5707,ag_quad,35.0
1434,5708,arts_quad,36.0
1435,5708,eng_quad,35.0
1436,5708,ag_quad,35.0
1437,571,arts_quad,70.0
1438,571,eng_quad,66.0
1439,571,ag_quad,69.0
1440,5711,arts_quad,36.0
1441,5711,eng_quad,35.0
1442,5711,ag_quad,35.0
1443,5712,arts_quad,36.0
1444,5712,eng_quad,35.0
1445,5712,ag_quad,35.0
1446,5715,arts_quad,36.0
1447,5715,eng_quad,35.0
1448,5715,ag_quad,35.0
1449,5716,arts_quad,36.0
1450,5716,eng_quad,35.0
1451,5716,ag_quad,35.0
1452,5719,arts_quad,36.0
1453,5719,eng_quad,35.0
1454,5719,ag_quad,35.0
1455,572,arts_quad,70.0
1456,572,eng_quad,66.0
1457,572,ag_quad,69.0
1458,5720,arts_quad,36.0
1459,5720,eng_quad,35.0
1460,5720,ag_quad,35.0
1461,5721,arts_quad,36.0
1462,5721,eng_quad,35.0
1463,5721,ag_quad,35.0
1464,5722,arts_quad,36.0
1465,5722,eng_quad,35.0
1466,5722,ag_quad,35.0
1467,5729,arts_quad,36.0
1468,5729,eng_quad,35.0
1469,5729,ag_quad,35.0
1470,5730,arts_quad,36.0
1471,5730,eng_quad,35.0
1472,5730,ag_quad,35.0
1473,5733,arts_quad,36.0
1474,5733,eng_quad,35.0
1475,5733,ag_quad,35.0
1476,5734,arts_quad,36.0
1477,5734,eng_quad,35.0
1478,5734,ag_quad,35.0
1479,5736,arts_quad,36.0
1480,5736,eng_quad,35.0
1481,5736,ag_quad,35.0
1482,5737,arts_quad,
1483,5737,eng_quad,
1484,5737,ag_quad,
1485,5738,arts_quad,
1486,5738,eng_quad,
1487,5738,ag_quad,
1488,5741,arts_quad,
1489,5741,eng_quad,
1490,5741,ag_quad,
1491,5742,arts_quad,
1492,5742,eng_quad,
1493,5742,ag_quad,
1494,5743,arts_quad,
1495,5743,eng_quad,
1496,5743,ag_quad,
1497,5744,arts_quad,
1498,5744,eng_quad,
1499,5744,ag_quad,
1500,5745,arts_quad,
1501,5745,eng_quad,
1502,5745,ag_quad,
1503,5746,arts_quad,
1504,5746,eng_quad,
1505,5746,ag_quad,
1506,5748,arts_quad,
1507,5748,eng_quad,
1508,5748,ag_quad,
1509,5749,arts_quad,
1510,5749,eng_quad,
1511,5749,ag_quad,
1512,5752,arts_quad,37.0
1513,5752,eng_quad,36.0
1514,5752,ag_quad,36.0
1515,5753,arts_quad,36.0
1516,5753,eng_quad,35.0
1517,5753,ag_quad,35.0
1518,5754,arts_quad,37.0
1519,5754,eng_quad,36.0
1520,5754,ag_quad,36.0
1521,5759,arts_quad,38.0
1522,5759,eng_quad,37.0
1523,5759,ag_quad,37.0
1524,5760,arts_quad,38.0
1525,5760,eng_quad,37.0
1526,5760,ag_quad,37.0
1527,5771,arts_quad,
1528,5771,eng_quad,
1529,5771,ag_quad,
1530,5779,arts_quad,36.0
1531,5779,eng_quad,35.0
1532,5779,ag_quad,35.0
1533,5780,arts_quad,36.0
1534,5780,eng_quad,35.0
1535,5780,ag_quad,35.0
1536,5785,arts_quad,36.0
1537,5785,eng_quad,35.0
1538,5785,ag_quad,35.0
1539,5786,arts_quad,36.0
1540,5786,eng_quad,35.0
1541,5786,ag_quad,35.0
1542,5787,arts_quad,36.0
1543,5787,eng_quad,35.0
1544,5787,ag_quad,35.0
1545,5788,arts_quad,36.0
1546,5788,eng_quad,35.0
1547,5788,ag_quad,35.0
1548,5792,arts_quad,36.0
1549,5792,eng_quad,35.0
1550,5792,ag_quad,35.0
1551,5794,arts_quad,36.0
1552,5794,eng_quad,35.0
1553,5794,ag_quad,35.0
1554,5795,arts_quad,36.0
1555,5795,eng_quad,35.0
1556,5795,ag_quad,35.0
1557,5796,arts_quad,36.0
1558,5796,eng_quad,35.0
1559,5796,ag_quad,35.0
1560,6321,arts_quad,50.0
1561,6321,eng_quad,48.0
1562,6321,ag_quad,50.0
1563,6322,arts_quad,50.0
1564,6322,eng_quad,48.0
1565,6322,ag_quad,50.0
1566,6329,arts_quad,103.0
1567,6329,eng_quad,105.0
1568,6329,ag_quad,110.0
1569,6330,arts_quad,103.0
1570,6330,eng_quad,105.0
1571,6330,ag_quad,110.0
1572,6337,arts_quad,112.0
1573,6337,eng_quad,114.0
1574,6337,ag_quad,119.0
1575,6338,arts_quad,112.0
1576,6338,eng_quad,114.0
1577,6338,ag_quad,119.0
1578,6343,arts_quad,118.0
1579,6343,eng_quad,
1580,6343,ag_quad,
1581,6344,arts_quad,118.0
1582,6344,eng_quad,
1583,6344,ag_quad,
1584,6349,arts_quad,118.0
1585,6349,eng_quad,
1586,6349,ag_quad,
1587,6350,arts_quad,118.0
1588,6350,eng_quad,
1589,6350,ag_quad,
1590,6351,arts_quad,118.0
1591,6351,eng_quad,
1592,6351,ag_quad,
1593,6352,arts_quad,118.0
1594,6352,eng_quad,
1595,6352,ag_quad,
1596,6353,arts_quad,118.0
1597,6353,eng_quad,
1598,6353,ag_quad,
1599,6354,arts_quad,118.0
1600,6354,eng_quad,
1601,6354,ag_quad,
1602,6357,arts_quad,118.0
1603,6357,eng_quad,
1604,6357,ag_quad,
1605,6358,arts_quad,118.0
1606,6358,eng_quad,
1607,6358,ag_quad,
1608,6363,arts_quad,118.0
1609,6363,eng_quad,
1610,6363,ag_quad,
1611,6364,arts_quad,118.0
1612,6364,eng_quad,
1613,6364,ag_quad,
1614,6367,arts_quad,118.0
1615,6367,eng_quad,
1616,6367,ag_quad,
1617,6368,arts_quad,118.0
1618,6368,eng_quad,
1619,6368,ag_quad,
1620,6374,arts_quad,118.0
1621,6374,eng_quad,
1622,6374,ag_quad,
1623,6511,arts_quad,
1624,6511,eng_quad,
1625,6511,ag_quad,
1626,6515,arts_quad,
1627,6515,eng_quad,
1628,6515,ag_quad,
1629,6519,arts_quad,
1630,6519,eng_quad,
1631,6519,ag_quad,
1632,6524,arts_quad,
1633,6524,eng_quad,
1634,6524,ag_quad,
1635,6532,arts_quad,
1636,6532,eng_quad,
1637,6532,ag_quad,
1638,661,arts_quad,34.0
1639,661,eng_quad,33.0
1640,661,ag_quad,40.0
1641,663,arts_quad,32.0
1642,663,eng_quad,32.0
1643,663,ag_quad,39.0
1644,664,arts_quad,32.0
1645,664,eng_quad,32.0
1646,664,ag_quad,39.0
1647,665,arts_quad,35.0
1648,665,eng_quad,34.0
1649,665,ag_quad,40.0
1650,668,arts_quad,36.0
1651,668,eng_quad,34.0
1652,668,ag_quad,41.0
1653,669,arts_quad,38.0
1654,669,eng_quad,37.0
1655,669,ag_quad,43.0
1656,6711,arts_quad,90.0
1657,6711,eng_quad,92.0
1658,6711,ag_quad,96.0
1659,6712,arts_quad,89.0
1660,6712,eng_quad,91.0
1661,6712,ag_quad,96.0
1662,6713,arts_quad,118.0
1663,6713,eng_quad,118.0
1664,6713,ag_quad,
1665,6714,arts_quad,103.0
1666,6714,eng_quad,103.0
1667,6714,ag_quad,108.0
1668,6717,arts_quad,115.0
1669,6717,eng_quad,116.0
1670,6717,ag_quad,119.0
1671,6718,arts_quad,115.0
1672,6718,eng_quad,115.0
1673,6718,ag_quad,118.0
1674,672,arts_quad,35.0
1675,672,eng_quad,34.0
1676,672,ag_quad,40.0
1677,6720,arts_quad,
1678,6720,eng_quad,
1679,6720,ag_quad,
1680,6721,arts_quad,
1681,6721,eng_quad,
1682,6721,ag_quad,
1683,673,arts_quad,35.0
1684,673,eng_quad,34.0
1685,673,ag_quad,40.0
1686,676,arts_quad,38.0
1687,676,eng_quad,37.0
1688,676,ag_quad,43.0
1689,6767,arts_quad,
1690,6767,eng_quad,
1691,6767,ag_quad,
1692,6775,arts_quad,
1693,6775,eng_quad,
1694,6775,ag_quad,
1695,6779,arts_quad,
1696,6779,eng_quad,
1697,6779,ag_quad,
1698,6781,arts_quad,
1699,6781,eng_quad,
1700,6781,ag_quad,
1701,6784,arts_quad,
1702,6784,eng_quad,
1703,6784,ag_quad,
1704,6787,arts_quad,
1705,6787,eng_quad,
1706,6787,ag_quad,
1707,6789,arts_quad,
1708,6789,eng_quad,
1709,6789,ag_quad,
1710,679,arts_quad,38.0
1711,679,eng_quad,37.0
1712,679,ag_quad,43.0
1713,703,arts_quad,48.0
1714,703,eng_quad,46.0
1715,703,ag_quad,49.0
1716,704,arts_quad,49.0
1717,704,eng_quad,47.0
1718,704,ag_quad,49.0
1719,705,arts_quad,50.0
1720,705,eng_quad,48.0
1721,705,ag_quad,50.0
1722,706,arts_quad,50.0
1723,706,eng_quad,48.0
1724,706,ag_quad,50.0
1725,709,arts_quad,50.0
1726,709,eng_quad,48.0
1727,709,ag_quad,50.0
1728,710,arts_quad,50.0
1729,710,eng_quad,48.0
1730,710,ag_quad,50.0
1731,713,arts_quad,50.0
1732,713,eng_quad,48.0
1733,713,ag_quad,50.0
1734,715,arts_quad,50.0
1735,715,eng_quad,48.0
1736,715,ag_quad,50.0
1737,731,arts_quad,50.0
1738,731,eng_quad,48.0
1739,731,ag_quad,50.0
1740,732,arts_quad,50.0
1741,732,eng_quad,48.0
1742,732,ag_quad,50.0
1743,733,arts_quad,50.0
1744,733,eng_quad,48.0
1745,733,ag_quad,50.0
1746,734,arts_quad,50.0
1747,734,eng_quad,48.0
1748,734,ag_quad,50.0
1749,736,arts_quad,50.0
1750,736,eng_quad,48.0
1751,736,ag_quad,50.0
1752,737,arts_quad,50.0
1753,737,eng_quad,48.0
1754,737,ag_quad,50.0
1755,738,arts_quad,50.0
1756,738,eng_quad,48.0
1757,738,ag_quad,50.0
1758,744,arts_quad,50.0
1759,744,eng_quad,48.0
1760,744,ag_quad,50.0
1761,745,arts_quad,50.0
1762,745,eng_quad,48.0
1763,745,ag_quad,50.0
1764,747,arts_quad,50.0
1765,747,eng_quad,48.0
1766,747,ag_quad,50.0
1767,748,arts_quad,50.0
1768,748,eng_quad,48.0
1769,748,ag_quad,50.0
1770,750,arts_quad,50.0
1771,750,eng_quad,48.0
1772,750,ag_quad,50.0
1773,751,arts_quad,50.0
1774,751,eng_quad,48.0
1775,751,ag_quad,50.0
1776,752,arts_quad,50.0
1777,752,eng_quad,48.0
1778,752,ag_quad,50.0
1779,753,arts_quad,50.0
1780,753,eng_quad,48.0
1781,753,ag_quad,50.0
1782,754,arts_quad,50.0
1783,754,eng_quad,48.0
1784,754,ag_quad,50.0
1785,755,arts_quad,50.0
1786,755,eng_quad,48.0
1787,755,ag_quad,50.0
1788,756,arts_quad,50.0
1789,756,eng_quad,48.0
1790,756,ag_quad,50.0
1791,757,arts_quad,50.0
1792,757,eng_quad,48.0
1793,757,ag_quad,50.0
1794,767,arts_quad,50.0
1795,767,eng_quad,48.0
1796,767,ag_quad,50.0
1797,768,arts_quad,50.0
1798,768,eng_quad,48.0
1799,768,ag_quad,50.0
1800,773,arts_quad,50.0
1801,773,eng_quad,48.0
1802,773,ag_quad,50.0
1803,774,arts_quad,50.0
1804,774,eng_quad,48.0
1805,774,ag_quad,50.0
1806,779,arts_quad,50.0
1807,779,eng_quad,48.0
1808,779,ag_quad,50.0
1809,780,arts_quad,50.0
1810,780,eng_quad,48.0
1811,780,ag_quad,50.0
1812,786,arts_quad,50.0
1813,786,eng_quad,48.0
1814,786,ag_quad,50.0
1815,900,arts_quad,20.0
1816,900,eng_quad,21.0
1817,900,ag_quad,26.0
1818,901,arts_quad,20.0
1819,901,eng_quad,22.0
1820,901,ag_quad,27.0
1821,903,arts_quad,20.0
1822,903,eng_quad,22.0
1823,903,ag_quad,27.0
1824,905,arts_quad,26.0
1825,905,eng_quad,25.0
1826,905,ag_quad,30.0
1827,906,arts_quad,26.0
1828,906,eng_quad,25.0
1829,906,ag_quad,30.0
1830,907,arts_quad,26.0
1831,907,eng_quad,25.0
1832,907,ag_quad,30.0
1833,911,arts_quad,26.0
1834,911,eng_quad,27.0
1835,911,ag_quad,32.0
1836,913,arts_quad,26.0
1837,913,eng_quad,26.0
1838,913,ag_quad,31.0
1839,914,arts_quad,26.0
1840,914,eng_quad,27.0
1841,914,ag_quad,32.0
1842,918,arts_quad,28.0
1843,918,eng_quad,29.0
1844,918,ag_quad,34.0
1845,920,arts_quad,28.0
1846,920,eng_quad,30.0
1847,920,ag_quad,35.0
1848,925,arts_quad,24.0
1849,925,eng_quad,27.0
1850,925,ag_quad,32.0
1851,926,arts_quad,24.0
1852,926,eng_quad,28.0
1853,926,ag_quad,33.0
1854,927,arts_quad,26.0
1855,927,eng_quad,28.0
1856,927,ag_quad,33.0
1857,928,arts_quad,25.0
1858,928,eng_quad,27.0
1859,928,ag_quad,32.0
1860,929,arts_quad,29.0
1861,929,eng_quad,31.0
1862,929,ag_quad,36.0
